"ra_number","date_of_survey","check_out_day","check_in_day","primary_rental_purpose","vehicle_model_description","overall_satisfaction","mechanical_condition_of_vehicle","cleanliness_of_the_vehicle","vehicle_selection_choice","ease_of_pick_up","ease_of_return","would_you_recommend","recommend_comment"
"818169516",2019-07-02,2019-06-27,2019-07-01,"Leisure","SIR ROGUE FWD N",10,10,8,10,10,10,10,"Upgraded immediately. 5 min to check in"
"819060826",2019-07-02,2019-06-28,2019-07-01,"Leisure","SIREQUINOXFWD1N",3,10,10,2,10,10,10,"Great customer service"
"818257591",2019-07-02,2019-06-27,2019-07-01,"Leisure","SIRSUBUR4W7PSNN",,,,,,,,
"816868113",2019-07-02,2019-06-25,2019-07-01,"Both Business and Leisure","VELOSTER 2.0 N",9,10,9,10,9,9,8,"Newer car with sporty look for a compact"
"659400103",2019-07-02,2019-06-14,2019-06-28,"Leisure","SIR GR CRVN2W3N",8,8,9,7,8,9,7,"Was fast and easy, however lacked friendly employees."
"815562565",2019-07-02,2019-06-24,2019-06-28,"Both Business and Leisure","SIRENCOREFWDSUN",,,,,,,,
"818106940",2019-07-02,2019-06-27,2019-07-01,"Business","SIRMUST CV 2.3N",10,10,10,10,10,10,10,"Hertz Phoenix Airport is the BEST Hertz Airport Rental location by far. Thank you for excellent selections of Presidents Circle cars."
"814178422",2019-07-02,2019-06-22,2019-06-29,"Leisure","SIR PACIFICA N",10,10,10,10,10,10,10,"We got in, was directed to the appropriate area, told I could go out and pick a vehicle, we loaded up, went through the exit area and we were on our way."
"830809663",2019-07-02,2019-07-01,2019-07-01,"Business","SIRMALIBU 1.5 N",,,,,,,,
"818146873",2019-07-02,2019-06-27,2019-07-01,"Leisure","SIRSPORTAGEFW2N",7,9,9,0,7,10,8,"I only had 4 cars to choose from when I landed, one was a compact and two where large trucks that didn't have a cover so wouldn't have worked for the contents Inwas caring"
"812472010",2019-07-02,2019-06-20,2019-06-24,"Leisure","SIR ROGUE AWD N",10,10,10,8,10,10,10,"I did not even have to go to the desk. I found my name and followed directions to chose the car"
"814920105",2019-07-02,2019-06-23,2019-06-28,"Business","SORENTO 4W7P6CN",8,10,9,8,8,10,10,"Usually a nice selection of cars to choose from, and Hertz does a good job keeping them clean and like new."
"816262801",2019-07-02,2019-06-25,2019-06-27,"Business","SIR 4RUNNER 4WN",10,10,10,10,10,10,10,"Very late arrival but staff still went out of their way to accommodate me."
"817868236",2019-07-02,2019-06-27,2019-06-28,"Business","SIR QX60 AWD SN",10,10,10,10,10,10,10,"I enjoy the benefits of Gold membership status; specifically, finding me vehicle quickly and easily, and being able to drive off to my destination right away."
"814417774",2019-07-02,2019-06-22,2019-06-30,"Leisure","SIREQUINOXFWD2N",10,10,10,10,7,10,8,"We were dissappointed when we got to the lot and saw only one carthat was an SUV which is what we had said we wanted to rent. Luckily we loved the chevy equinox that we got. The person on the lot that helped us was very nice"
"818972954",2019-07-02,2019-06-28,2019-07-01,"Leisure","SIR SENTRA 1.8N",9,9,9,9,9,9,9,"Very easy to rent as gold member. All employees were very pleasant and helpful."
"817017062",2019-07-02,2019-06-25,2019-06-28,"Leisure","COROLLA N",,,,,,,,
"818108185",2019-07-02,2019-06-27,2019-07-01,"Both Business and Leisure","SIR PACIFICA N",6,10,9,5,2,8,4,"No car was in my assigned gold spot. After taking the time to add two drivers which I was told would be free because each driver has AAA, it wasn't free, because we hadn't booked through AAA. Do to a medical condition I couldn't drive ALL the time so we simply switched drivers and somehow got charged more..."
"818095810",2019-07-02,2019-06-27,2019-06-28,"Business","SIR ROGUE AWD N",9,9,9,8,10,10,10,"The rental car process is so easy and quick with Hertz. It takes me longer to get to the rental car area by tram than it takes for me to get in my car and get on the road. The staff are also very quick and friendly. They are ready to scan the car and take my ID the moment i pull up. They find my reservation and I am ready to go. I do wish the PHX team still handed out bottles of water like they did in the past. It was the cherry on top of ideal transaction."
"816190686",2019-07-01,2019-06-24,2019-06-29,"Business","SIR ROGUE FWD N",,,,,,,,
"813745844",2019-07-01,2019-06-21,2019-06-30,"Business","OPTIMA 4 CYL N",9,9,9,9,9,9,5,"Don't often recommend."
"814911020",2019-07-01,2019-06-23,2019-06-30,"Leisure","SIREQUINOXAWD1N",,,,,,,,
"818753935",2019-07-01,2019-06-28,2019-06-30,"Leisure","SIR 300 3.6 RWN",,,,,,,,
"814504213",2019-07-01,2019-06-22,2019-06-29,"Leisure","CAMRY 2.5 FT N",,,,,,,,
"816343102",2019-07-01,2019-06-25,2019-06-26,"Business","RAV4 FWSN 2.5 N",,,,,,,,
"813432480",2019-07-01,2019-06-21,2019-06-29,"Both Business and Leisure","SIR ESCAPE2W1.N",10,10,10,10,10,10,10,"Price was good, renting was easy, and the whole thing was convenient. Car was good too!"
"816089271",2019-07-01,2019-06-24,2019-06-30,"Both Business and Leisure","COROLLA N",9,10,10,10,10,10,8,"Snelle afhandeling Mogelijkheid om zelf een auto te kiezen Nette auto Duidelijke communicatie toen mijn gereserveerde groep niet beschikbaar was. Zeer gemakkelijk om auto terug te brengen Rekening via email ontvangen"
"818088305",2019-07-01,2019-06-27,2019-06-30,"Both Business and Leisure","SIRENCOREFWDSUN",,,,,,,,
"818469422",2019-07-01,2019-06-27,2019-06-30,"Both Business and Leisure","SIR 300 3.6 RWN",9,9,9,5,10,10,9,"Agent fixed the problems with my reservation to my satisfaction."
"678508121",2019-07-01,2019-06-16,2019-06-21,"Business","SIR SOUL 5D N",,,,,,,,
"818478426",2019-07-01,2019-06-27,2019-06-29,"Business","SIREQUINOXFWD2N",,,,,,,,
"814949262",2019-07-01,2019-06-23,2019-06-30,"Both Business and Leisure","SIR Q50RWDSUN3N",5,8,8,8,7,8,5,"2019 Inifinity not equipped with a) Sirius XM, b) navigation system of any kind."
"811302995",2019-07-01,2019-06-18,2019-06-30,"Leisure","SIR ROGUESPORTN",10,10,10,10,10,10,10,"All the vehicles in our class were gone but they quickly sent us to the next class of car and it turned out to be great!"
"819423802",2019-07-01,2019-06-28,2019-06-30,"Leisure","BEETLE 2.0 N",10,10,10,8,10,10,10,"The staff was courteous and very helpful. They moved quickly and efficiently, always making sure the customer was happy. The line at the rental desk wasn't too long and moved swiftly."
"817443465",2019-07-01,2019-06-26,2019-06-28,"Leisure","SIR QX60 AWD SN",0,0,4,4,6,4,2,"very unlikely. Rented an infinity and had a tire blowout on side of road. Looks like defective tire according to Hertz employee. Still charged full amount and no other cars available so had to go next door to Enterprise to rent a car. Hertz very expensive, slow to respond and a little rude. Probably will go back to Avis as my preferred."
"810971895",2019-07-01,2019-06-18,2019-06-26,"Leisure","SIRSIENNA8P 3.N",,,,,,,,
"815241361",2019-07-01,2019-06-24,2019-06-30,"Business","SIR ROGUE FWD N",10,10,10,10,10,10,10,"Super easy to book, and to modify when my flights were delayed all online. Awesome return service as well."
"816091850",2019-07-01,2019-06-24,2019-06-30,"Both Business and Leisure","SIRENCOREFWDSUN",9,9,10,10,10,10,9,"The experience was great overall, the personnel were all very helpful and polite. I just felt it was a lot of money to pay for a rental and might use another company to book"
"817679623",2019-07-01,2019-06-26,2019-06-30,"Both Business and Leisure","SIREQUINOXFWD1N",10,10,10,10,9,10,9,"Efficient friendly staff and good selection of vehicles"
"814379532",2019-07-01,2019-06-22,2019-06-24,"Leisure","SIR SOUL 5D N",10,10,8,8,10,10,10,"Easy process, friendly staff, and option of car to rent. On top of the great price. Hertz has done right by me since the begining. Thank you"
"814231644",2019-07-01,2019-06-22,2019-06-30,"Both Business and Leisure","SIRTRAV FWD 7PN",5,5,5,5,0,8,1,"Service was atrocious. My wife called in to change a reservation which was confirmed. Spent 1 hour before I got my reservation in PHX."
"817328363",2019-07-01,2019-06-26,2019-06-29,"Leisure","MAZDA 3 SKY 2.N",,,,,,,,
"818923173",2019-07-01,2019-06-28,2019-06-30,"Business","SIRTRAV FWD 7PN",,,,,,,,
"814100350",2019-07-01,2019-06-22,2019-06-26,"Both Business and Leisure","SIRF-PACEAWSN2N",,,,,,,,
"815907175",2019-07-01,2019-06-24,2019-06-30,"Leisure","SIR ROGUE AWD N",9,9,9,8,9,9,9,"friendly people and no problems with care"
"817317233",2019-07-01,2019-06-26,2019-06-30,"Leisure","SIRENCOREFWDSUN",,,,,,,,
"819242970",2019-07-01,2019-06-28,2019-06-30,"Leisure","C300 2.0 CV RWN",4,1,6,5,7,6,4,"We specifically rented a convertible for vacation. Top never worked, sensors were broken. I should have rented a $30 day car. No one helped at check-in to resolve it"
"813833635",2019-07-01,2019-06-21,2019-06-30,"Leisure","SORENTO FWD3.3N",7,8,9,3,8,9,9,"It was very refreshing to go to a Hertz location and deal with a person that was helpful. The only options in the President's Circle area were pickup trucks, and a few cars and small SUV's. It was nice to be acknowledged for holding the status and offered something better than what was available."
"819346393",2019-07-01,2019-06-28,2019-06-30,"Both Business and Leisure","SIRRRSPT3.0L4WN",10,10,8,10,10,10,10,"I never have a problem with my rental, all the employees are very nice and accommodating. Also the vehicle selection is top notch."
"813771571",2019-07-01,2019-06-21,2019-06-26,"Both Business and Leisure","SIR RAM1500 2WN",10,10,10,10,10,10,10,"great check out and check in experience"
"815493932",2019-07-01,2019-06-24,2019-06-27,"Both Business and Leisure","SIR TAHOE4W7PSN",8,8,8,9,8,8,9,"Very easy to rent from Hertz. From the online reservation process, to the easy check out to the return process."
"816036336",2019-07-01,2019-06-24,2019-06-27,"Business","SIRENCOREFWDSUN",8,10,10,1,4,10,4,"There were no cars available when I arrived in either Gold, 5 Star or even Presidents. I had to wait about 5-10 minutes for one to be washed and brought out."
"815663564",2019-07-01,2019-06-24,2019-06-27,"Business","SIRENCOREFWDSUN",,,,,,,,
"817504413",2019-07-01,2019-06-26,2019-06-27,"Leisure","SIR CRUZE 4D FN",8,8,9,1,3,10,7,"Very few cars available"
"815519110",2019-07-01,2019-06-24,2019-06-28,"Leisure","SIRMUST CV 2.3N",10,10,7,10,10,10,10,"Loved the choice of cars, ease of finding the location where the car was located and the ease of checking out and being on my way!"
"816610896",2019-07-01,2019-06-25,2019-06-27,"Business","TRAX FWD N",2,3,8,3,0,10,1,"I arrived in PHX Late over an hour from my flight . When I finally made it to pick up my car, again over an hour late there were no readily available cars in the parking areas for gold members. I thne had another 40 minute delay until I was able to drive away with a car."
"815899582",2019-07-01,2019-06-24,2019-06-27,"Business","SIRYUKON 4W7P N",5,5,2,5,0,5,5,"No cars where available in the Gold zone and had to wait for 15 minutes to even find someone to help"
"812084431",2019-07-01,2019-06-19,2019-06-26,"Leisure","SIR PACIFICA N",10,10,10,10,10,10,10,"everything was perfect. nothing went wrong. super fast processes on everything. staff members were all friendly. You know one of those moments when you feel 'it just works'? That is how Hertz is like. It just works."
"815614520",2019-07-01,2019-06-24,2019-06-27,"Business","CX3 FWD N",9,7,8,7,8,8,9,"no issue with Hertz, only issue is rental car pickup and return takes long time due to ride off airport in PHX. I miss the days when you walked into the rental car in airport parking lot."
"816447030",2019-07-01,2019-06-25,2019-06-26,"Business","YARIS 5D N",,,,,,,,
"818213222",2019-07-01,2019-06-27,2019-06-30,"Leisure","SIR A220 AWD SN",10,10,10,10,10,10,10,"I'm in the presidential circle and was waiting for a car. They offer me an upgrade vehicle right away. Was great n fast service."
"817626456",2019-07-01,2019-06-26,2019-06-27,"Business","SIR ESCAPE4W1.N",6,9,9,6,10,10,9,"efficient"
"818112396",2019-07-01,2019-06-27,2019-06-27,"Business","SIR 300 3.6 RWN",,,,,,,,
"816885204",2019-07-01,2019-06-25,2019-06-27,"Business","COROLLA N",5,5,9,1,10,10,8,"Not a lot of cars available."
"818596656",2019-07-01,2019-06-28,2019-06-29,"Leisure","CHALLNGRR/TSN N",9,10,9,9,9,10,9,"Excellent service"
"818222860",2019-07-01,2019-06-27,2019-06-30,"Leisure","SIR 300 3.6 RWN",8,10,10,7,8,9,10,"courtesy of agent, car selection, easy of return."
"816095954",2019-07-01,2019-06-24,2019-06-29,"Leisure","SIRSIENNA8P 3.N",10,7,7,7,7,7,5,"The final receipt was $704.62 when our signed agreement was $576.94. I do not understand, appreciate, or agree to this upcharge."
"819484665",2019-07-01,2019-06-29,2019-06-29,"Leisure","SIR ELANTRAFT2N",10,10,10,10,10,10,10,"Employees were helpful and courteous. Would highly recommend signing up for gold as it does make it an easy experience and the choice of whichever car is nice."
"818448083",2019-07-01,2019-06-27,2019-06-30,"Both Business and Leisure","IMPREZA AWD 2.N",5,10,10,0,0,10,6,"Reserved a FULL Size car, got a Subaru Impreza, small, uncomfortable.... there were no other cars available.!"
"815179540",2019-07-01,2019-06-23,2019-06-26,"Business","SIRMALIBU 1.5 N",0,0,7,7,9,0,0,"After dinner in Surprise Arizona, I went out to my Hertz rental car in the restaurant parking lot and it would not start. I called Hertz roadside assistance to arrange for a new car. I was put on hold. Hertz roadside assistance came back on and informed me that because no one at the Phoenix Airport Hertz location would answer the phone, she could not arrange for replacement car and I would need to ride in the tow truck back to the Phoenix Hertz and arrange for a replacement myself. I reluctantly agreed because I was not given any other choice. The Roadside assistance person started talking about a double tow without explaining what that means. While waiting for the tow truck to arrive. I attempted several times to call the Phoenix airport Hertz office, but was unable. I call another business at the airport that had a direct number to Hertz and called that. I was told that Hertz would not be able to deliver a replacement car to me because a tow truck was already dispatched. I found this unacceptable as I was not in a hurry and could wait. But was again told that it was not possible. After requesting a manager, I was offered to have a replacement sent to my hotel later that evening and after the original car was returned by the towing company. I walked from the restaurant back to my hotel to wait. (this is in the Phoenix area. It was 107 degrees) A replacement car was delivered a few hours later. After checking my cell phone logs, I added up the time I spent on the phone with Hertz-trying to get someone to answer, talking to a representative, or on hold - 67 minutes. 67 minutes to get Hertz to agree to send a replacement for one of your cars that broke down it POOR customer service. I my current job, I rent cars often and make the choice of companies myself. I will definitely be considering choices other than Hertz."
"814784891",2019-07-01,2019-06-23,2019-06-30,"Leisure","SIR ELANTRAFT2N",10,10,10,10,10,10,9,"It has been a long time since my last car rental with Hertz. I was very pleased with being able to choose among a number of different vehicles within the class. The only difficulty was with the shuttle returning to the airport after dropping off the car. I assumed that all shuttles would stop at each terminal. However, the shuttle bypassed Terminal 3 (the terminal I needed) and went straight on to Terminal 4. My Wife and I had to take the skytrain to get to Terminal 3. Fortunately, we had more than sufficient time to make our flight, but the added effort of moving our luggage up and down escalators etc. was a bit burdensome. RECOMMENDATION: Provide better identification/signs for which shuttles go to which terminal(s). Other than the minor shuttle experience, I was very pleased with my car rental experience with Hertz."
"814130321",2019-07-01,2019-06-22,2019-06-30,"Leisure","SIR HIGH FWD8PN",6,6,8,7,8,8,5,"During this rental, I requested an upgrade because I didn't like the 'equivalent'. The agent was helpful but I left with the understanding that I would be able to use points for the upgrade. I found this to be false. I am finding that the loyalty points are less usable and less valuable."
"814708403",2019-07-01,2019-06-23,2019-06-26,"Both Business and Leisure","SIRGR CHER 4W3N",,,,,,,,
"817784774",2019-07-01,2019-06-26,2019-06-27,"Business","GOLF 4D 1.4 N",,,,,,,,
"818260752",2019-07-01,2019-06-27,2019-06-30,"Leisure","SIREQUINOXFWD1N",10,10,10,7,8,9,2,"A bit upset....I refueled my car before returning. The gas gage, Cleary shows it was over a full tank of gas. I was charged for fuel and then I was sent a receipt by email that stated I needed to submit a receipt for the gas refueling...to proof I refuel. I did that and is pending...but thisseems to be a bit backward. Don't charge, then state I will be charged if the receipt isn't received in a certain amount of time. Better yet, the attendant should have seen that the car was full of gas. Never asked, just asked if I wanted the receipt emailed, which I did."
